ID,mondo_id,prob,log2(prob/prior),related_words,top1_score,top2_score,top_gap,species
GSE75851,MONDO_0011719,0.0030977896626622,0.0127071562465545,ckit,0.0127071562465545,0.0127066103114018,5.459351526994338e-07,mouse
GSE75854,MONDO_0015547,0.0089135865341168,0.1764348052165071,"induced,mutation",0.1764348052165071,0.0795667096356169,0.09686809558089018,mouse
GSE75858,MONDO_0002494,0.0063047620105746,0.2979879424413529,"brain,cortex",0.2979879424413529,0.2344000424077239,0.06358790003362899,mouse
GSE75878,MONDO_0003916,0.0146497909571183,0.5069367308974452,"acid,hypothalamic,lean,neurons,obese,obesity,tissue",0.5069367308974452,0.4709044810584276,0.036032249839017594,mouse
GSE75889,MONDO_0005283,0.0220041196380189,1.3593414406947946,"retina,retinal",1.3593414406947946,1.2921880879749978,0.06715335271979672,mouse
GSE75896,MONDO_0002249,0.0021102409717001,0.6312597201120417,"et,platelets",0.6312597201120417,0.4468611686822126,0.18439855142982908,mouse
GSE75901,MONDO_0005084,0.126841749193695,1.0205802840649576,"associated,developmental,diseases,disorders,enriched,gene,genes,hippocampus,learning,networks,neural,neurodevelopmental,neuronal,neurons,stem",1.0205802840649576,0.8218517120245441,0.1987285720404135,mouse
GSE75907,MONDO_0005267,0.3116524268762102,3.65459498561488,"cardiac,disease,heart",3.65459498561488,3.102290302031516,0.552304683583364,mouse
GSE75909,MONDO_0000605,0.0104227850985974,0.1692871295009944,"immune,th2",0.1692871295009944,0.0761374158718661,0.0931497136291283,mouse
GSE75925,MONDO_0005240,0.0985082893863398,2.291262566474747,"failure,fibrosis,kidney,kidneys,renal",2.291262566474747,2.2113533946938584,0.07990917178088841,mouse
GSE75931,MONDO_0019755,0.0255224925270241,0.1748914675195171,"development,differentiation,stem",0.1748914675195171,0.0954253511833908,0.0794661163361263,mouse
GSE75936,MONDO_0005132,0.0017165723049527,0.0089955004904974,cells,0.0089955004904974,0.0055073960246229,0.0034881044658744993,mouse
GSE75944,MONDO_0005093,0.0326958150562844,0.3207505312706134,"reads,skin",0.3207505312706134,0.2697205757216016,0.05102995554901185,mouse
GSE75946,MONDO_0021350,0.3004352027230295,1.3498484508596575,"breast,cancer,carcinomas,cell,cells,chemotherapy,independent,metastasis,resistance,set,tumor,tumors",1.3498484508596575,1.3347791032558165,0.015069347603841043,mouse
GSE75951,MONDO_0700124,0.0098128331050058,0.2536979421826585,"chromosome,xist",0.2536979421826585,0.2532989701390684,0.00039897204359012894,mouse
GSE75957,MONDO_0005336,0.0135495338006137,0.2117431701711874,muscle,0.2117431701711874,0.1692211009795721,0.0425220691916153,mouse
GSE75966,MONDO_0011996,0.0174217312081264,0.0922909115391211,"binding,cell,chromatin,rnaseq,sensitivity",0.0922909115391211,0.048319160321261,0.0439717512178601,mouse
GSE75976,MONDO_0000870,0.0109709562621365,0.8987247384780729,"acute,ball,genes,identified,leukemia,lymphoblastic",0.8987247384780729,0.8559369689930875,0.042787769484985416,mouse
GSE75984,MONDO_0003916,0.0256807657065999,1.3167448714086605,"diet,individuals,metabolic,obese,obesity",1.3167448714086605,1.2125502180697576,0.10419465333890288,mouse
GSE75993,MONDO_0005336,0.044650659074776,1.932181427293434,"adult,affected,body,muscle,skeletal",1.932181427293434,1.890980809084332,0.041200618209101814,mouse
GSE75995,MONDO_0005178,0.0072843654547664,1.0937758735347247,"cartilage,joint,osteoarthritis",1.0937758735347247,0.3515766488326352,0.7421992247020895,mouse
GSE75997,MONDO_0000761,0.0050809448747544,0.0866716592517749,deletion,0.0866716592517749,0.039801571321316,0.0468700879304589,mouse
GSE76005,MONDO_0005314,0.0036414076855092,0.0736376692269528,multiple,0.0736376692269528,0.0373863943546233,0.03625127487232951,mouse
GSE76010,MONDO_0005336,0.0192362934952506,0.7173307998342394,"alternative,muscle",0.7173307998342394,0.6180680174235847,0.09926278241065467,mouse
GSE76017,MONDO_0002356,0.0561605996151527,1.161606456567322,"blood,glucose,insulin,islet,islets,pancreas,pancreatic",1.161606456567322,0.7175045476792001,0.44410190888812195,mouse
